"","build","computer.platform","time","subject","blockcode","blocknum","trialcode","trialnum","stimulusitem1","stimulusitem2","stimulusitem3","response","latency"
"1985","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",25,"white_background_main_hc","+","scenes/beach_133.jpg","4",3010
"1986","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",26,"white_background_main_hc","+","scenes/beach_049.jpg","1",1271
"1987","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",27,"white_background_main_hc","+","scenes/city_016.jpg","3",3112
"1988","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",28,"white_background_main_hc","+","scenes/city_019.jpg","4",3378
"1989","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",29,"white_background_main_hc","+","scenes/forest_107.jpg","3",2020
"1990","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",30,"white_background_main_hc","+","scenes/forest_113.jpg","3",1396
"1991","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",31,"white_background_main_hc","+","scenes/forest_045.jpg","2",2257
"1992","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",32,"white_background_main_hc","+","scenes/station_103.jpg","4",2172
"1993","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",33,"white_background_main_hc","+","scenes/city_063.jpg","1",2099
"1994","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",34,"white_background_main_hc","+","scenes/city_029.jpg","4",4236
"1995","5.0.7.0","win","19:17:57",57,"HC",3,"beginning_B2_hc_trial",35,"images/block2_inst.jpg","0","0","57",4165
"1996","5.0.7.0","win","19:17:57",57,"HC",3,"reminder_hc_trial",36,"images/hot_cold_scale_reminder.jpg","0","0","57",771
"1997","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",37,"white_background_main_hc","+","scenes/city_023.jpg","3",1796
"1998","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",38,"white_background_main_hc","+","scenes/city_102.jpg","2",1357
"1999","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",39,"white_background_main_hc","+","scenes/city_070.jpg","2",1684
"2000","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",40,"white_background_main_hc","+","scenes/station_055.jpg","1",2926
"2001","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",41,"white_background_main_hc","+","scenes/city_025.jpg","4",1531
"2002","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",42,"white_background_main_hc","+","scenes/station_029.jpg","3",2320
"2003","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",43,"white_background_main_hc","+","scenes/forest_014.jpg","2",3137
"2004","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",44,"white_background_main_hc","+","scenes/forest_118.jpg","2",3060
"2005","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",45,"white_background_main_hc","+","scenes/beach_002.jpg","3",5589
"2006","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",46,"white_background_main_hc","+","scenes/station_025.jpg","2",2439
"2007","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",47,"white_background_main_hc","+","scenes/city_020.jpg","5",1815
"2008","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",48,"white_background_main_hc","+","scenes/city_073.jpg","1",1580
"2009","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",49,"white_background_main_hc","+","scenes/forest_043.jpg","1",2655
"2010","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",50,"white_background_main_hc","+","scenes/station_101.jpg","3",2517
"2011","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",51,"white_background_main_hc","+","scenes/beach_057.jpg","2",1335
"2012","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",52,"white_background_main_hc","+","scenes/forest_042.jpg","1",1314
"2013","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",53,"white_background_main_hc","+","scenes/beach_101.jpg","4",3019
"2014","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",54,"white_background_main_hc","+","scenes/station_034.jpg","1",3483
"2015","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",55,"white_background_main_hc","+","scenes/forest_039.jpg","3",2093
"2016","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",56,"white_background_main_hc","+","scenes/station_102.jpg","3",1619
"2017","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",57,"white_background_main_hc","+","scenes/beach_137.jpg","2",2383
"2018","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",58,"white_background_main_hc","+","scenes/beach_077.jpg","1",2054
"2019","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",59,"white_background_main_hc","+","scenes/city_059.jpg","1",1435
"2020","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",60,"white_background_main_hc","+","scenes/city_062.jpg","2",3427
"2021","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",61,"white_background_main_hc","+","scenes/forest_056.jpg","1",986
"2022","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",62,"white_background_main_hc","+","scenes/beach_080.jpg","2",1640
"2023","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",63,"white_background_main_hc","+","scenes/forest_102.jpg","1",861
"2024","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",64,"white_background_main_hc","+","scenes/beach_130.jpg","4",1212
"2025","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",65,"white_background_main_hc","+","scenes/station_023.jpg","4",2745
"2026","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",66,"white_background_main_hc","+","scenes/city_032.jpg","3",1235
"2027","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",67,"white_background_main_hc","+","scenes/station_113.jpg","1",2728
"2028","5.0.7.0","win","19:17:57",57,"HC",3,"likert_hc",68,"white_background_main_hc","+","scenes/station_072.jpg","1",1113
"2029","5.0.7.0","win","19:17:57",57,"NQPrac",5,"likert_nq_prac",1,"white_background_prac_nq","+","scenes/noisy_quiet_prac01.jpg","5",2757
"2030","5.0.7.0","win","19:17:57",57,"NQPrac",5,"likert_nq_prac",2,"white_background_prac_nq","+","scenes/noisy_quiet_prac02.jpg","2",2352
"2031","5.0.7.0","win","19:17:57",57,"NQPrac",5,"likert_nq_prac",3,"white_background_prac_nq","+","scenes/noisy_quiet_prac03.jpg","4",2252
"2032","5.0.7.0","win","19:17:57",57,"NQPrac",5,"likert_nq_prac",4,"white_background_prac_nq","+","scenes/noisy_quiet_prac04.jpg","3",2538
"2033","5.0.7.0","win","19:17:57",57,"NQPrac",5,"likert_nq_prac",5,"white_background_prac_nq","+","scenes/noisy_quiet_prac05.jpg","5",3622
"2034","5.0.7.0","win","19:17:57",57,"NQPrac",5,"likert_nq_prac",6,"white_background_prac_nq","+","scenes/noisy_quiet_prac06.jpg","1",3635
"2035","5.0.7.0","win","19:17:57",57,"NQ",6,"beginning_B1_nq_trial",1,"images/block1_inst.png","0","0","57",3311
"2036","5.0.7.0","win","19:17:57",57,"NQ",6,"reminder_nq_trial",2,"images/noisy_quiet_scale_reminder_cut.jpg","Press enter to start the experiment","0","57",36981
"2037","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",3,"white_background_main_nq","+","scenes/beach_133.jpg","4",2484
"2038","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",4,"white_background_main_nq","+","scenes/station_030.jpg","3",1578
"2039","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",5,"white_background_main_nq","+","scenes/beach_080.jpg","1",1667
"2040","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",6,"white_background_main_nq","+","scenes/forest_053.jpg","4",3290
"2041","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",7,"white_background_main_nq","+","scenes/forest_015.jpg","4",4093
"2042","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",8,"white_background_main_nq","+","scenes/beach_134.jpg","1",1419
"2043","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",9,"white_background_main_nq","+","scenes/station_113.jpg","2",3572
"2044","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",10,"white_background_main_nq","+","scenes/station_029.jpg","2",2789
"2045","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",11,"white_background_main_nq","+","scenes/forest_043.jpg","3",2112
"2046","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",12,"white_background_main_nq","+","scenes/station_101.jpg","1",2214
"2047","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",13,"white_background_main_nq","+","scenes/city_029.jpg","1",4478
"2048","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",14,"white_background_main_nq","+","scenes/city_063.jpg","3",1799
"2049","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",15,"white_background_main_nq","+","scenes/station_034.jpg","5",2171
"2050","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",16,"white_background_main_nq","+","scenes/station_102.jpg","1",1946
"2051","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",17,"white_background_main_nq","+","scenes/city_018.jpg","3",4351
"2052","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",18,"white_background_main_nq","+","scenes/station_055.jpg","1",1263
"2053","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",19,"white_background_main_nq","+","scenes/city_059.jpg","2",2004
"2054","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",20,"white_background_main_nq","+","scenes/forest_014.jpg","3",1264
"2055","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",21,"white_background_main_nq","+","scenes/station_103.jpg","3",4591
"2056","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",22,"white_background_main_nq","+","scenes/beach_050.jpg","3",1780
"2057","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",23,"white_background_main_nq","+","scenes/city_019.jpg","3",2197
"2058","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",24,"white_background_main_nq","+","scenes/beach_002.jpg","4",2640
"2059","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",25,"white_background_main_nq","+","scenes/city_117.jpg","4",3695
"2060","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",26,"white_background_main_nq","+","scenes/forest_050.jpg","2",1435
"2061","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",27,"white_background_main_nq","+","scenes/station_023.jpg","1",1974
"2062","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",28,"white_background_main_nq","+","scenes/beach_130.jpg","3",2427
"2063","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",29,"white_background_main_nq","+","scenes/forest_113.jpg","2",1727
"2064","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",30,"white_background_main_nq","+","scenes/station_072.jpg","2",1525
"2065","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",31,"white_background_main_nq","+","scenes/beach_137.jpg","5",2955
"2066","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",32,"white_background_main_nq","+","scenes/city_025.jpg","3",3562
"2067","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",33,"white_background_main_nq","+","scenes/forest_042.jpg","4",5595
"2068","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",34,"white_background_main_nq","+","scenes/city_073.jpg","1",1222
"2069","5.0.7.0","win","19:17:57",57,"NQ",6,"beginning_B2_nq_trial",35,"images/block2_inst.jpg","0","0","57",11717
"2070","5.0.7.0","win","19:17:57",57,"NQ",6,"reminder_nq_trial",36,"images/noisy_quiet_scale_reminder_cut.jpg","Press enter to start the experiment","0","57",553
"2071","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",37,"white_background_main_nq","+","scenes/city_023.jpg","2",6122
"2072","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",38,"white_background_main_nq","+","scenes/station_062.jpg","4",3879
"2073","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",39,"white_background_main_nq","+","scenes/forest_039.jpg","1",1470
"2074","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",40,"white_background_main_nq","+","scenes/city_075.jpg","2",1271
"2075","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",41,"white_background_main_nq","+","scenes/forest_102.jpg","3",1270
"2076","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",42,"white_background_main_nq","+","scenes/forest_072.jpg","1",1265
"2077","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",43,"white_background_main_nq","+","scenes/beach_044.jpg","3",2145
"2078","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",44,"white_background_main_nq","+","scenes/station_064.jpg","5",3159
"2079","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",45,"white_background_main_nq","+","scenes/beach_101.jpg","3",2682
"2080","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",46,"white_background_main_nq","+","scenes/beach_049.jpg","5",1852
"2081","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",47,"white_background_main_nq","+","scenes/city_032.jpg","2",1164
"2082","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",48,"white_background_main_nq","+","scenes/city_070.jpg","1",1934
"2083","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",49,"white_background_main_nq","+","scenes/station_056.jpg","1",4800
"2084","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",50,"white_background_main_nq","+","scenes/station_025.jpg","5",2376
"2085","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",51,"white_background_main_nq","+","scenes/city_062.jpg","4",2537
"2086","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",52,"white_background_main_nq","+","scenes/forest_045.jpg","5",2088
"2087","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",53,"white_background_main_nq","+","scenes/city_102.jpg","2",1717
"2088","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",54,"white_background_main_nq","+","scenes/forest_044.jpg","4",2943
"2089","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",55,"white_background_main_nq","+","scenes/forest_031.jpg","2",1580
"2090","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",56,"white_background_main_nq","+","scenes/city_020.jpg","5",1443
"2091","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",57,"white_background_main_nq","+","scenes/forest_107.jpg","3",3675
"2092","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",58,"white_background_main_nq","+","scenes/station_010.jpg","5",1471
"2093","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",59,"white_background_main_nq","+","scenes/beach_067.jpg","1",1216
"2094","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",60,"white_background_main_nq","+","scenes/beach_131.jpg","1",1301
"2095","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",61,"white_background_main_nq","+","scenes/beach_132.jpg","1",1707
"2096","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",62,"white_background_main_nq","+","scenes/forest_056.jpg","5",2606
"2097","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",63,"white_background_main_nq","+","scenes/station_108.jpg","1",2378
"2098","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",64,"white_background_main_nq","+","scenes/forest_118.jpg","3",1494
"2099","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",65,"white_background_main_nq","+","scenes/city_016.jpg","5",2984
"2100","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",66,"white_background_main_nq","+","scenes/beach_077.jpg","3",2660
"2101","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",67,"white_background_main_nq","+","scenes/beach_051.jpg","4",1694
"2102","5.0.7.0","win","19:17:57",57,"NQ",6,"likert_nq",68,"white_background_main_nq","+","scenes/beach_057.jpg","5",2588
"2103","5.0.7.0","win","19:17:57",57,"demo_block",7,"age",1,"0","0","0","47",10609
"2104","5.0.7.0","win","19:17:57",57,"demo_block",7,"education",1,"0","0","0","masters degree",10609
"2105","5.0.7.0","win","19:17:57",57,"demo_block",7,"left_right_handed",1,"0","0","0","right",10609
"2106","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceoption1",2,"0","0","0","0",8058
"2107","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceoption2",2,"0","0","0","",8058
"2108","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceoption3",2,"0","0","0","",8058
"2109","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceoption4",2,"0","0","0","",8058
"2110","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceoption5",2,"0","0","0","",8058
"2111","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceoption6",2,"0","0","0","",8058
"2112","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceoption7",2,"0","0","0","",8058
"2113","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceoption8",2,"0","0","0","",8058
"2114","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceoption9",2,"0","0","0","",8058
"2115","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceother",2,"0","0","0","",8058
"2116","5.0.7.0","win","19:17:57",57,"demo_block",7,"raceother",2,"0","0","0","",8058
"2117","5.0.7.0","win","19:17:57",57,"demo_block",7,"english_language",2,"0","0","0","Yes",8058
"2118","5.0.7.0","win","19:17:57",57,"demo_block",7,"english_languageother",2,"0","0","0","",8058
"2119","5.0.7.0","win","19:17:57",57,"demo_block",7,"worker_id",2,"0","0","0","A110JBKYAC0WAW",8058
"2120","5.0.7.0","win","21:26:38",59,"HCPrac",2,"likert_prac_hc",1,"white_background_prac_hc","+","scenes/hot_cold_prac01.jpg","4",2749
"2121","5.0.7.0","win","21:26:38",59,"HCPrac",2,"likert_prac_hc",2,"white_background_prac_hc","+","scenes/hot_cold_prac02.jpg","1",1351
"2122","5.0.7.0","win","21:26:38",59,"HCPrac",2,"likert_prac_hc",3,"white_background_prac_hc","+","scenes/hot_cold_prac03.jpg","4",1356
"2123","5.0.7.0","win","21:26:38",59,"HCPrac",2,"likert_prac_hc",4,"white_background_prac_hc","+","scenes/hot_cold_prac04.jpg","1",1848
"2124","5.0.7.0","win","21:26:38",59,"HC",3,"beginning_B1_hc_trial",1,"images/block1_inst.png","0","0","57",2728
"2125","5.0.7.0","win","21:26:38",59,"HC",3,"reminder_hc_trial",2,"images/hot_cold_scale_reminder.jpg","0","0","57",3707
"2126","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",3,"white_background_main_hc","+","scenes/station_102.jpg","3",1198
"2127","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",4,"white_background_main_hc","+","scenes/city_062.jpg","1",797
"2128","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",5,"white_background_main_hc","+","scenes/beach_051.jpg","3",1407
"2129","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",6,"white_background_main_hc","+","scenes/station_072.jpg","1",1021
"2130","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",7,"white_background_main_hc","+","scenes/beach_101.jpg","4",2713
"2131","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",8,"white_background_main_hc","+","scenes/beach_131.jpg","4",740
"2132","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",9,"white_background_main_hc","+","scenes/city_016.jpg","3",1318
"2133","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",10,"white_background_main_hc","+","scenes/station_056.jpg","1",914
"2134","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",11,"white_background_main_hc","+","scenes/station_103.jpg","3",1520
"2135","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",12,"white_background_main_hc","+","scenes/city_019.jpg","3",515
"2136","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",13,"white_background_main_hc","+","scenes/city_032.jpg","3",725
"2137","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",14,"white_background_main_hc","+","scenes/forest_113.jpg","3",668
"2138","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",15,"white_background_main_hc","+","scenes/city_023.jpg","3",613
"2139","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",16,"white_background_main_hc","+","scenes/station_030.jpg","3",776
"2140","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",17,"white_background_main_hc","+","scenes/city_025.jpg","3",472
"2141","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",18,"white_background_main_hc","+","scenes/forest_056.jpg","1",841
"2142","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",19,"white_background_main_hc","+","scenes/station_064.jpg","1",647
"2143","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",20,"white_background_main_hc","+","scenes/city_020.jpg","4",970
"2144","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",21,"white_background_main_hc","+","scenes/forest_014.jpg","3",818
"2145","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",22,"white_background_main_hc","+","scenes/beach_132.jpg","3",1136
"2146","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",23,"white_background_main_hc","+","scenes/city_029.jpg","3",443
"2147","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",24,"white_background_main_hc","+","scenes/station_034.jpg","1",2083
"2148","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",25,"white_background_main_hc","+","scenes/station_108.jpg","1",654
"2149","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",26,"white_background_main_hc","+","scenes/forest_072.jpg","1",487
"2150","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",27,"white_background_main_hc","+","scenes/forest_107.jpg","3",906
"2151","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",28,"white_background_main_hc","+","scenes/beach_067.jpg","2",833
"2152","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",29,"white_background_main_hc","+","scenes/city_059.jpg","1",907
"2153","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",30,"white_background_main_hc","+","scenes/city_117.jpg","2",1076
"2154","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",31,"white_background_main_hc","+","scenes/city_063.jpg","1",657
"2155","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",32,"white_background_main_hc","+","scenes/station_023.jpg","3",706
"2156","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",33,"white_background_main_hc","+","scenes/forest_118.jpg","3",804
"2157","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",34,"white_background_main_hc","+","scenes/station_025.jpg","3",553
"2158","5.0.7.0","win","21:26:38",59,"HC",3,"beginning_B2_hc_trial",35,"images/block2_inst.jpg","0","0","57",6709
"2159","5.0.7.0","win","21:26:38",59,"HC",3,"reminder_hc_trial",36,"images/hot_cold_scale_reminder.jpg","0","0","57",171
"2160","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",37,"white_background_main_hc","+","scenes/beach_049.jpg","2",2677
"2161","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",38,"white_background_main_hc","+","scenes/city_073.jpg","1",846
"2162","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",39,"white_background_main_hc","+","scenes/forest_045.jpg","2",1267
"2163","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",40,"white_background_main_hc","+","scenes/beach_134.jpg","3",836
"2164","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",41,"white_background_main_hc","+","scenes/forest_102.jpg","1",847
"2165","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",42,"white_background_main_hc","+","scenes/city_075.jpg","1",576
"2166","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",43,"white_background_main_hc","+","scenes/forest_039.jpg","3",851
"2167","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",44,"white_background_main_hc","+","scenes/beach_080.jpg","1",1054
"2168","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",45,"white_background_main_hc","+","scenes/city_018.jpg","4",1334
"2169","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",46,"white_background_main_hc","+","scenes/station_062.jpg","1",929
"2170","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",47,"white_background_main_hc","+","scenes/city_102.jpg","1",998
"2171","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",48,"white_background_main_hc","+","scenes/forest_053.jpg","1",657
"2172","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",49,"white_background_main_hc","+","scenes/beach_050.jpg","1",996
"2173","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",50,"white_background_main_hc","+","scenes/forest_043.jpg","1",992
"2174","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",51,"white_background_main_hc","+","scenes/forest_050.jpg","2",949
"2175","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",52,"white_background_main_hc","+","scenes/city_070.jpg","2",501
"2176","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",53,"white_background_main_hc","+","scenes/forest_042.jpg","1",840
"2177","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",54,"white_background_main_hc","+","scenes/beach_057.jpg","2",1106
"2178","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",55,"white_background_main_hc","+","scenes/forest_031.jpg","3",1187
"2179","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",56,"white_background_main_hc","+","scenes/station_113.jpg","1",813
"2180","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",57,"white_background_main_hc","+","scenes/beach_137.jpg","2",545
"2181","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",58,"white_background_main_hc","+","scenes/beach_133.jpg","3",1308
"2182","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",59,"white_background_main_hc","+","scenes/forest_044.jpg","2",1127
"2183","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",60,"white_background_main_hc","+","scenes/beach_077.jpg","2",532
"2184","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",61,"white_background_main_hc","+","scenes/station_029.jpg","3",857
"2185","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",62,"white_background_main_hc","+","scenes/station_101.jpg","3",536
"2186","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",63,"white_background_main_hc","+","scenes/beach_044.jpg","4",1003
"2187","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",64,"white_background_main_hc","+","scenes/station_055.jpg","1",1243
"2188","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",65,"white_background_main_hc","+","scenes/beach_002.jpg","3",2196
"2189","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",66,"white_background_main_hc","+","scenes/beach_130.jpg","3",521
"2190","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",67,"white_background_main_hc","+","scenes/station_010.jpg","3",836
"2191","5.0.7.0","win","21:26:38",59,"HC",3,"likert_hc",68,"white_background_main_hc","+","scenes/forest_015.jpg","3",541
"2192","5.0.7.0","win","21:26:38",59,"NQPrac",5,"likert_nq_prac",1,"white_background_prac_nq","+","scenes/noisy_quiet_prac01.jpg","5",2058
"2193","5.0.7.0","win","21:26:38",59,"NQPrac",5,"likert_nq_prac",2,"white_background_prac_nq","+","scenes/noisy_quiet_prac02.jpg","3",1039
"2194","5.0.7.0","win","21:26:38",59,"NQPrac",5,"likert_nq_prac",3,"white_background_prac_nq","+","scenes/noisy_quiet_prac03.jpg","2",819
